AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.5897,0.4062,0.2512,0.4119,0.0621,0.2389,0.2345,0.3517,0.3152,0.3118,0.2202,0.1138,0.2339,0.2992,0.2803,0.3497,0.5358,0.4787,0.1276,0.3146,0.5427,0.5271,0.3162,0.5688,0.483,0.4792,0.3539,0.4625,0.5264,0.5011,0.4928,0.3483,0.6358,0.5435,0.512,0.4854,0.3549,0.5167,0.5327,0.5179,0.3581,0.424,0.352,0.3653,0.4786,0.4488,0.4732,0.5418,0.5533,0.5673,0.4103,0.4492,0.5067,0.5192,0.5229,0.535,0.5526,0.4544,0.5501,0.5212,0.5198,0.4757,0.4588,0.476,0.5525,0.44,0.391,0.5766,0.5831,0.4048,0.5947,0.4446,0.651,0.4771,0.4136,0.4857,0.4918,0.5285,0.4364,0.5081,0.4939,0.6584,0.4099,0.4415,C
0.1484,0.3681,0.3252,0.2766,0.0469,0.1503,0.4301,0.376,0.1904,0.4129,0.2657,0.4512,0.4053,0.3125,0.0265,0.4118,0.2943,0,0.7226,0.3609,0.5554,0.4432,0.7096,0.4914,0.483,0.4439,0.6422,0.3159,0.3781,0.5394,0.5095,0.5091,0.5402,0.5559,0.3768,0.5198,0.5596,0.4913,0.4752,0.5179,0.6026,0.7745,0.4669,0.2439,0.2487,0.4488,0.5042,0.5262,0.5123,0.4997,0.6183,0.3417,0.5388,0.4974,0.3176,0.2786,0.5591,0.6589,0.713,0.5756,0.6304,0.5351,0.4088,0.4658,0.3973,0.4697,0.4517,0.6198,0.6226,0.5584,0.5325,0.4035,0.4123,0.4731,0.5528,0.6725,0.3892,0.4924,0.6576,0.4487,0.4077,0.4913,0.6181,0.5719,F
0.381,0.3616,0.1597,0.4075,0.2763,0.2214,0.2556,0.6462,0.3208,0.3118,0.3463,0.1086,0.2339,0.2303,0.3343,0.2477,0.4027,0.2435,0.1217,0.2229,0.5239,0.5427,0.3558,0.5494,0.5948,0.5417,0.2872,0.6306,0.558,0.4531,0.413,0.3724,0.7132,0.495,0.559,0.5951,0.3711,0.5296,0.5554,0.5179,0.4424,0.2165,0.3469,0.5415,0.672,0.6282,0.5003,0.5894,0.5067,0.6234,0.349,0.5553,0.5222,0.4974,0.48,0.7093,0.6142,0.3927,0.5501,0.4966,0.5173,0.4898,0.3651,0.4317,0.6578,0.4697,0.4675,0.6421,0.639,0.4555,0.5118,0.4632,0.5321,0.6325,0.4304,0.3934,0.5471,0.6369,0.3639,0.5463,0.5191,0.6797,0.3488,0.3856,F
0.5365,0.3741,0.1224,0.3279,0.0635,0.2214,0.3584,0.376,0.1936,0.1865,0.3744,0.165,0.2747,0.3,0.2511,0.1993,0.3158,0.2286,0.3042,0.4565,0.4954,0.5271,0.4211,0.53,0.5498,0.5303,0.3679,0.5346,0.4983,0.4652,0.4562,0.4032,0.6101,0.5055,0.533,0.565,0.4123,0.4661,0.4746,0.5179,0.3559,0.3428,0.3997,0.4505,0.5376,0.4481,0.5637,0.5667,0.5764,0.5893,0.4251,0.4492,0.5092,0.5903,0.547,0.535,0.5011,0.4412,0.505,0.5033,0.5446,0.4828,0.2589,0.433,0.5409,0.4363,0.4424,0.6255,0.6266,0.4401,0.5711,0.461,0.5933,0.3819,0.2648,0.4897,0.4614,0.5764,0.4485,0.4487,0.5037,0.5729,0.4248,0.4704,C
0.7066,0.584,0.0968,0.3428,0.1116,0.2147,0.1606,0.4683,0.2645,0.3118,0.454,0.0426,0.2412,0.2789,0.231,0.3497,0.2335,0.2582,0.3042,0.4008,0.4985,0.5271,0.2857,0.6029,0.5802,0.5328,0.3804,0.6218,0.5624,0.4643,0.4218,0.3319,0.7187,0.4986,0.4642,0.5761,0.3525,0.6141,0.4746,0.5727,0.2294,0.2332,0.2894,0.4839,0.6473,0.4488,0.515,0.6482,0.5067,0.6917,0.3519,0.546,0.5286,0.4974,0.5713,0.535,0.5519,0.5239,0.5501,0.4879,0.5198,0.4636,0.3372,0.3458,0.6489,0.4003,0.4251,0.4244,0.4338,0.4527,0.6822,0.4818,0.5321,0.359,0.2667,0.4141,0.4614,0.6226,0.371,0.4487,0.4501,0.7119,0.3515,0.3706,F
0.3477,0.4311,0.2088,0.4153,0.1116,0.2113,0.3584,0.562,0.0432,0.2621,0.2966,0.1461,0.0804,0.2992,0.204,0.4934,0.4336,0.0819,0.3042,0.3981,0.3915,0.5521,0.4282,0.4308,0.483,0.4792,0.3911,0.4324,0.4295,0.4125,0.5347,0.4247,0.5665,0.3916,0.4735,0.5568,0.4468,0.4661,0.4746,0.5033,0.417,0.435,0.4288,0.5281,0.6475,0.3818,0.6373,0.4657,0.5067,0.5333,0.4439,0.4269,0.5067,0.6361,0.48,0.535,0.4617,0.5239,0.5501,0.4109,0.5198,0.5321,0.3651,0.5437,0.5956,0.4697,0.398,0.6566,0.56,0.4527,0.5118,0.4712,0.5352,0.3365,0.3655,0.5536,0.467,0.4924,0.5147,0.4589,0.4583,0.5222,0.4437,0.5461,F
0.5504,0.3285,0.067,0.3988,0.1116,0.4459,0.3584,0.3648,0.6278,0.2042,0.5361,0.0885,0.2339,0.2253,0.2267,0.2666,0.3637,0.1788,0.3042,0.2379,0.4954,0.5821,0.324,0.485,0.483,0.5407,0.2777,0.4986,0.5124,0.3953,0.4609,0.3681,0.6359,0.4201,0.4868,0.53,0.3717,0.4661,0.4956,0.493,0.3483,0.2375,0.4546,0.4452,0.4724,0.3574,0.6145,0.5155,0.5304,0.5467,0.4015,0.495,0.5343,0.4974,0.48,0.5946,0.4949,0.5239,0.4939,0.4966,0.5198,0.4909,0.2384,0.3095,0.5205,0.4704,0.5889,0.6788,0.68,0.4018,0.5139,0.4446,0.595,0.582,0.1546,0.4978,0.4614,0.4924,0.4318,0.441,0.4467,0.5594,0.4009,0.4499,F
0.381,0.2693,0.2085,0.5666,0.1116,0.1232,0.2962,0.4838,0.3623,0.3118,0.4331,0.2264,0.1779,0.3201,0.2169,0.1722,0.323,0.127,0.3102,0.2253,0.4176,0.5271,0.4903,0.4914,0.4431,0.4792,0.3522,0.4625,0.3854,0.4169,0.5009,0.4693,0.5184,0.4187,0.4642,0.4154,0.4831,0.3728,0.4215,0.5179,0.4424,0.4265,0.5529,0.4544,0.4543,0.5234,0.668,0.4135,0.41,0.4027,0.5563,0.381,0.5053,0.4974,0.4628,0.5329,0.501,0.5882,0.6248,0.4415,0.449,0.5817,0.6139,0.6054,0.3878,0.4765,0.4842,0.7108,0.7191,0.4007,0.5118,0.4336,0.4828,0.4771,0.348,0.5991,0.3639,0.4924,0.5182,0.3796,0.4501,0.4956,0.556,0.5185,C
0.381,0.453,0.1264,0.5105,0.1457,0.1402,0.4916,0.2982,0.1111,0.3118,0.2485,0.2672,0.3545,0.2733,0.2267,0.2286,0.286,0.1687,0.5243,0.3553,0.4954,0.4903,0.6712,0.5383,0.4171,0.4266,0.5741,0.4625,0.421,0.497,0.523,0.5374,0.4709,0.5868,0.4642,0.5152,0.5545,0.4661,0.4951,0.5598,0.4424,0.6335,0.4375,0.3231,0.3781,0.4388,0.6108,0.4953,0.5067,0.5382,0.6064,0.3664,0.4791,0.3466,0.4324,0.535,0.5441,0.601,0.6253,0.4966,0.5198,0.5351,0.2585,0.3374,0.4001,0.4697,0.3567,0.6566,0.536,0.5266,0.5118,0.4264,0.4853,0.467,0.4478,0.6498,0.4614,0.3863,0.5669,0.4547,0.405,0.5236,0.6063,0.5246,F
0.5356,0.5638,0.0775,0.6637,0.0766,0.2214,0.248,0.376,0.2723,0.3118,0.3526,0.1404,0.2339,0.2992,0.2379,0.2764,0.3907,0.3544,0.1968,0.344,0.4954,0.5271,0.3688,0.4914,0.4143,0.4792,0.4914,0.4625,0.3998,0.3741,0.4928,0.5191,0.5338,0.4406,0.4642,0.45,0.5313,0.4068,0.4746,0.5179,0.4398,0.4522,0.4501,0.4734,0.5718,0.3851,0.6314,0.4953,0.5067,0.4854,0.5665,0.3447,0.4346,0.4974,0.4701,0.5627,0.4312,0.5239,0.5945,0.44,0.5198,0.6645,0.3651,0.2341,0.4416,0.3296,0.3465,0.6566,0.4294,0.3514,0.4942,0.4446,0.5321,0.4771,0.4136,0.6265,0.4041,0.4276,0.5403,0.4487,0.3595,0.5116,0.5661,0.5443,F
0.381,0.0495,0.2186,0.4462,0.1513,0.3881,0.2857,0.1905,0.2305,0.0888,0.6298,0.1733,0.1635,0.063,0.2562,0.4271,0.4154,0.2334,0.3042,0.3105,0.4465,0.4768,0.6467,0.4914,0.5879,0.4792,0.1457,0.4625,0.5407,0.4849,0.4928,0.3178,0.5402,0.495,0.4642,0.5591,0.3219,0.4675,0.4637,0.5636,0.4424,0.1973,0.4669,0.4598,0.4481,0.2884,0.6243,0.5075,0.5273,0.5473,0.3508,0.5792,0.5981,0.4974,0.48,0.668,0.4113,0.4325,0.5501,0.5028,0.5198,0.4046,0.3346,0.3788,0.3762,0.5616,0.7031,0.6566,0.9362,0.4527,0.5005,0.4446,0.5462,0.6289,0.1809,0.5031,0.4614,0.6103,0.4022,0.4487,0.5395,0.5152,0.3504,0.4767,C
0.381,0.2944,0.2081,0.3716,0.09,0.1039,0.3584,0.3967,0.0731,0.4651,0.3794,0.3218,0.2339,0.36,0.2236,0.5421,0.2543,0.0278,0.481,0.2864,0.6006,0.4069,0.5249,0.5526,0.5226,0.52,0.4227,0.4732,0.4919,0.5721,0.4928,0.4369,0.5373,0.601,0.5172,0.6719,0.454,0.5014,0.5134,0.5708,0.4434,0.4815,0.4377,0.4294,0.4942,0.4488,0.4732,0.4953,0.5396,0.5542,0.4486,0.4988,0.5067,0.5041,0.48,0.5664,0.5708,0.5239,0.5136,0.6145,0.6246,0.494,0.3709,0.5157,0.5356,0.5362,0.5347,0.6965,0.7041,0.4527,0.5118,0.5194,0.5321,0.4675,0.5534,0.4897,0.5226,0.5364,0.48,0.4938,0.5278,0.5377,0.4485,0.4949,F
0.2586,0.3543,0.2085,0.4944,0.0774,0.2214,0.3584,0.2923,0.1048,0.4392,0.3806,0.26,0.2339,0.3439,0.233,0.3497,0.4654,0.1989,0.3976,0.3044,0.6273,0.5271,0.6223,0.4914,0.4701,0.4653,0.5084,0.4625,0.4646,0.5519,0.4984,0.5204,0.4915,0.495,0.45,0.5616,0.5219,0.4948,0.4746,0.5875,0.4424,0.6079,0.4669,0.3041,0.3347,0.4488,0.5366,0.5028,0.5011,0.4953,0.5736,0.4118,0.5162,0.4974,0.48,0.4993,0.5671,0.5239,0.5442,0.4966,0.5565,0.6071,0.2988,0.4495,0.4028,0.4697,0.4332,0.6566,0.6306,0.5868,0.5118,0.5428,0.5321,0.4891,0.4136,0.6197,0.4561,0.4324,0.5331,0.5076,0.4395,0.5004,0.5735,0.5091,C
0.707,0.5394,0.1588,0.4053,0.1116,0.2864,0.1668,0.3893,0.2443,0.3118,0.3922,0.0315,0.2339,0.2992,0.3103,0.2371,0.3774,0.1059,0.2472,0.3879,0.4095,0.6108,0.287,0.5067,0.483,0.4792,0.3618,0.5334,0.4847,0.4119,0.5071,0.3836,0.6526,0.4095,0.4642,0.5305,0.392,0.4661,0.4917,0.4679,0.3059,0.2371,0.3946,0.5742,0.6944,0.4187,0.6648,0.5619,0.5863,0.61,0.4031,0.4756,0.4543,0.7071,0.5296,0.6403,0.4571,0.4732,0.5222,0.4149,0.4929,0.5351,0.3626,0.3023,0.5583,0.4697,0.4059,0.4653,0.4768,0.4527,0.5879,0.4446,0.5702,0.4771,0.4136,0.5063,0.4614,0.5664,0.4474,0.5059,0.4501,0.6072,0.4027,0.459,F
0.2822,0.4665,0.103,0.1971,0.3564,0.0571,0.3367,0.505,0.362,0.314,0.2921,0.2859,0.2339,0.5198,0.1006,0.3497,0.1398,0.1374,0.5495,0.3146,0.5514,0.4829,0.6157,0.5737,0.483,0.4792,0.4965,0.434,0.4923,0.4701,0.4928,0.412,0.5402,0.5519,0.4642,0.5845,0.4539,0.5117,0.4746,0.5179,0.4424,0.5148,0.3478,0.3295,0.4411,0.4488,0.5013,0.5814,0.6077,0.626,0.4573,0.4411,0.5193,0.383,0.48,0.4328,0.6106,0.5239,0.5637,0.4966,0.5198,0.5513,0.3651,0.4955,0.6334,0.4697,0.418,0.6566,0.5193,0.4527,0.5891,0.4285,0.5874,0.5175,0.4834,0.5004,0.4887,0.4924,0.4682,0.4487,0.4848,0.6705,0.4572,0.4565,F
0.222,0.2752,0.2917,0.5582,0.1116,0.054,0.2723,0.2648,0.2564,0.3118,0.5481,0.0771,0.2728,0.4907,0.2375,0.7389,0.198,0.1298,0.2594,0.259,0.5726,0.5271,0.4559,0.4914,0.6123,0.6004,0.269,0.5565,0.5893,0.5297,0.3277,0.3395,0.6917,0.495,0.4642,0.692,0.3439,0.5098,0.4746,0.6457,0.3354,0.3467,0.3696,0.3283,0.3836,0.5963,0.5425,0.4953,0.5942,0.6366,0.3527,0.5234,0.5067,0.4976,0.5899,0.6313,0.5912,0.4479,0.5501,0.4966,0.5198,0.438,0.4096,0.6042,0.513,0.4697,0.6342,0.7034,0.7189,0.5515,0.5118,0.4446,0.5321,0.596,0.5445,0.452,0.4614,0.5619,0.3511,0.4487,0.5451,0.6044,0.3524,0.3756,C
0.381,0.3824,0.2085,0.5459,0,0.2249,0.3154,0.376,0.2374,0.1602,0.3957,0.25,0.4211,0.2992,0.3519,0.1711,0.4281,0.3605,0.3042,0.3146,0.6239,0.4406,0.5187,0.5443,0.4165,0.5268,0.5046,0.4625,0.4711,0.5828,0.4941,0.4502,0.5402,0.495,0.3765,0.6632,0.4415,0.4395,0.4945,0.5179,0.5345,0.6646,0.4524,0.1974,0.205,0.2823,0.6299,0.4953,0.5067,0.5054,0.5654,0.377,0.5453,0.2565,0.4446,0.535,0.501,0.567,0.5501,0.6386,0.5626,0.6288,0.2357,0.3773,0.2978,0.4697,0.4547,0.5967,0.602,0.5354,0.4709,0.4565,0.5321,0.5415,0.3403,0.6183,0.3771,0.3616,0.5107,0.4567,0.447,0.4652,0.565,0.5151,F
0.381,0.3588,0.1492,0.333,0.1116,0.2897,0.2786,0.376,0.0655,0.3789,0.3959,0.1478,0.2339,0.2992,0.2914,0.3441,0.3544,0.0995,0.199,0.3146,0.4132,0.6069,0.3004,0.4559,0.483,0.4792,0.3013,0.5236,0.4712,0.4225,0.4928,0.4194,0.638,0.4134,0.5569,0.519,0.4295,0.4816,0.4491,0.4315,0.3302,0.1658,0.4669,0.6946,0.7987,0.5514,0.5205,0.4894,0.5139,0.5371,0.3786,0.4492,0.4603,0.4974,0.5777,0.535,0.4409,0.4396,0.4989,0.4131,0.5198,0.5351,0.3651,0.3942,0.6153,0.4395,0.4667,0.6459,0.6517,0.3886,0.5374,0.4311,0.5436,0.391,0.4136,0.4725,0.4614,0.6503,0.4577,0.5187,0.4961,0.554,0.3783,0.5096,F
0.3071,0.1523,0.2085,0.2432,0.1116,0.0995,0.3584,0.2809,0.2562,0.3118,0.2491,0.649,0.2306,0.2992,0.23,0.3164,0.2892,0.0598,0.1396,0.229,0.6236,0.5271,0.3387,0.5472,0.4316,0.4877,0.4839,0.4625,0.3941,0.6091,0.4928,0.5038,0.5402,0.6251,0.4642,0.5068,0.5347,0.4225,0.4746,0.4813,0.4424,0.545,0.4669,0.4714,0.4511,0.5762,0.2099,0.4253,0.5067,0.3924,0.5361,0.4492,0.5067,0.4236,0.48,0.4614,0.501,0.5261,0.588,0.4966,0.5265,0.4744,0.6682,0.6072,0.5111,0.5807,0.5725,0.8296,0.8436,0.5862,0.4501,0.396,0.4438,0.4771,0.6824,0.4772,0.4209,0.4768,0.594,0.3155,0.466,0.4835,0.536,0.572,F
0.4341,0.6649,0.0559,0.4995,0,0.1552,0.3134,0.2742,0.3932,0.2842,0.7043,0.1109,0.2339,0.242,0.2732,0.3497,0.1898,0,0.3042,0.3146,0.4954,0.42,0.3503,0.4914,0.4502,0.4538,0.5702,0.4625,0.4936,0.513,0.4948,0.4822,0.5402,0.5663,0.5299,0.6577,0.4898,0.5452,0.5679,0.5606,0.3935,0.4506,0.4669,0.3476,0.4036,0.4015,0.6282,0.4953,0.5837,0.584,0.5459,0.4023,0.5053,0.4841,0.4684,0.535,0.5648,0.5347,0.5188,0.4966,0.5198,0.5351,0.2009,0.2209,0.4321,0.4697,0.4916,0.3572,0.3665,0.5956,0.5967,0.5068,0.7157,0.3995,0.3095,0.5729,0.4614,0.4479,0.4778,0.5045,0.4501,0.5424,0.5454,0.4241,F
0.4474,0.5546,0.1297,0.5699,0.1994,0.2214,0.3584,0.4709,0.1773,0.1464,0.5758,0.0343,0.1078,0.1662,0.3097,0.3497,0.5478,0.2307,0.3042,0.3146,0.4954,0.5271,0.4428,0.5062,0.5031,0.4792,0.4094,0.4625,0.5135,0.4523,0.4928,0.4127,0.6338,0.4688,0.5224,0.5914,0.4123,0.4936,0.5106,0.527,0.3253,0.323,0.369,0.4661,0.5797,0.3651,0.6688,0.549,0.5067,0.5902,0.4509,0.4491,0.4695,0.4974,0.5463,0.6487,0.501,0.4951,0.4869,0.5049,0.5198,0.5983,0.318,0.3243,0.503,0.3985,0.416,0.4439,0.4443,0.4491,0.5629,0.5028,0.6666,0.4665,0.2398,0.5368,0.503,0.4924,0.4188,0.4487,0.4819,0.5897,0.4505,0.4274,F
0.381,0.453,0.1067,0.2723,0.1116,0.148,0.4484,0.2906,0.1406,0.3253,0.3471,0.1481,0.2339,0.3077,0.2267,0.2896,0.3259,0.356,0.1423,0.4501,0.6165,0.5271,0.2911,0.4914,0.5515,0.539,0.4156,0.5834,0.5322,0.5437,0.482,0.4203,0.5402,0.6169,0.5596,0.6319,0.4117,0.5568,0.5306,0.5737,0.3583,0.396,0.3702,0.4081,0.511,0.5552,0.4741,0.4953,0.5067,0.5918,0.4296,0.5139,0.5009,0.5819,0.5223,0.535,0.5274,0.5239,0.4471,0.5988,0.5414,0.5043,0.2801,0.3986,0.5137,0.4697,0.3981,0.6566,0.5491,0.4527,0.5118,0.4981,0.6827,0.4771,0.422,0.4866,0.5463,0.5586,0.4384,0.4487,0.5185,0.5838,0.4294,0.4715,C
0.3725,0.1539,0.3741,0.3036,0,0.1509,0.3584,0.2963,0,0.4836,0.5083,0.4044,0.3815,0.2992,0.2267,0.5167,0.5539,0.0908,0.2418,0.2415,0.4371,0.4664,0.4378,0.4914,0.5342,0.5311,0.3791,0.4625,0.4592,0.4938,0.4713,0.4276,0.5402,0.4375,0.5493,0.4713,0.4742,0.4983,0.4832,0.5296,0.4281,0.3033,0.5267,0.5617,0.5795,0.5615,0.2367,0.4963,0.4957,0.5019,0.4017,0.5376,0.5918,0.4974,0.48,0.5798,0.4575,0.5055,0.5171,0.4966,0.562,0.3871,0.5732,0.4981,0.5496,0.6342,0.6447,0.6566,0.8413,0.4527,0.5355,0.4708,0.4934,0.4557,0.5792,0.507,0.5554,0.5832,0.5515,0.4538,0.5037,0.5031,0.4014,0.5253,C
0.4095,0.3046,0.2085,0.1716,0.1552,0.2214,0.3769,0.3419,0.2364,0.3118,0.43,0.2134,0.4193,0.2586,0.219,0.3497,0.6089,0.1197,0.3189,0.1991,0.4018,0.5271,0.4491,0.4914,0.4896,0.4792,0.3856,0.484,0.4778,0.4296,0.4721,0.3939,0.5528,0.495,0.4622,0.5187,0.4149,0.4405,0.4746,0.4954,0.4424,0.3381,0.4798,0.4446,0.4692,0.3431,0.489,0.4803,0.5052,0.533,0.4059,0.4711,0.494,0.4974,0.48,0.4798,0.4778,0.5114,0.5443,0.4316,0.5286,0.4904,0.3651,0.5171,0.5825,0.4697,0.4973,0.6867,0.6805,0.4002,0.4926,0.4272,0.5321,0.4771,0.4136,0.5555,0.4614,0.4924,0.505,0.4487,0.4643,0.5323,0.4055,0.5117,C
0.7136,0.5806,0.0488,0.4362,0.1116,0.2214,0.2964,0.5853,0.2146,0.0993,0.1961,0.0775,0.2283,0.5282,0.2267,0.2386,0.2321,0.2607,0.1302,0.4988,0.4538,0.5271,0.2183,0.4916,0.483,0.4792,0.4075,0.5452,0.449,0.3656,0.4918,0.4429,0.5402,0.4542,0.5285,0.5217,0.4498,0.487,0.4746,0.5179,0.3212,0.3153,0.4669,0.5276,0.6866,0.4488,0.6381,0.4953,0.5459,0.5864,0.4399,0.4571,0.4312,0.7547,0.5274,0.6494,0.4382,0.458,0.516,0.4135,0.5198,0.5449,0.3053,0.4928,0.6458,0.2662,0.262,0.4067,0.4167,0.3481,0.5118,0.4051,0.6288,0.2066,0.1757,0.4877,0.4614,0.5657,0.4388,0.4487,0.4559,0.5932,0.4396,0.4963,F
0.2526,0.2237,0.2085,0.4034,0.1116,0.2214,0.3322,0.1464,0.3751,0.4659,0.3934,0.2445,0.2514,0.2992,0.1853,0.3497,0.5045,0.0844,0.3936,0.3146,0.514,0.5271,0.5473,0.5186,0.4797,0.5345,0.3874,0.418,0.4807,0.5205,0.4443,0.401,0.5146,0.5145,0.4642,0.5232,0.4204,0.4661,0.4746,0.5728,0.5032,0.542,0.4846,0.2892,0.2739,0.4488,0.5172,0.4851,0.4903,0.4997,0.4764,0.4231,0.5982,0.293,0.4375,0.4332,0.5552,0.5674,0.5588,0.4966,0.5694,0.5075,0.4467,0.5164,0.4413,0.4697,0.5925,0.7584,0.7644,0.4527,0.5118,0.4446,0.5417,0.4771,0.5032,0.5913,0.4443,0.4163,0.5312,0.4109,0.4444,0.5239,0.476,0.4965,F
0.1926,0.1989,0.3515,0.2242,0.1116,0.2214,0.3938,0.3063,0.0618,0.5,0.1865,0.4738,0.1972,0.2534,0.206,0.2671,0.2863,0,0.4375,0.4682,0.6181,0.5043,0.691,0.4914,0.4709,0.4761,0.4425,0.4779,0.4696,0.5895,0.4928,0.4669,0.496,0.495,0.4948,0.5312,0.4912,0.5838,0.4799,0.5179,0.4424,0.5432,0.4669,0.461,0.4999,0.5414,0.4021,0.4953,0.5067,0.5922,0.5054,0.4917,0.5055,0.4974,0.4651,0.535,0.501,0.5126,0.5692,0.5697,0.5808,0.5351,0.4516,0.4415,0.5152,0.5654,0.5277,0.7968,0.7952,0.5964,0.5822,0.4446,0.4102,0.4771,0.7249,0.4771,0.5013,0.5004,0.5527,0.4313,0.5005,0.5907,0.5055,0.4746,F
0.5962,0.345,0.1306,0.3055,0.1116,0.2214,0.2845,0.376,0.306,0.1769,0.5392,0.0172,0.2442,0.251,0.3827,0.3781,0.3546,0.6971,0.3042,0.3146,0.5287,0.5271,0.2655,0.4914,0.6013,0.6256,0.2445,0.5904,0.6052,0.4978,0.4565,0.2883,0.5402,0.5292,0.5252,0.6385,0.2769,0.4661,0.5475,0.6014,0.4424,0.2374,0.4669,0.3558,0.4442,0.4943,0.4681,0.487,0.525,0.575,0.3155,0.5608,0.5067,0.5591,0.48,0.535,0.501,0.3752,0.3916,0.5284,0.5198,0.4182,0.3651,0.4224,0.5184,0.4697,0.503,0.6566,0.6416,0.4527,0.5118,0.4446,0.7068,0.4771,0.2604,0.451,0.5148,0.5935,0.3224,0.5779,0.5433,0.6171,0.3149,0.4281,F
0.3654,0.2091,0.431,0.2749,0.1116,0.2049,0.3584,0.376,0.0541,0.3753,0.1583,0.3661,0.2878,0.2992,0.2267,0.401,0.7104,0.3286,0.7115,0.246,0.4954,0.534,0.6968,0.4914,0.4369,0.4954,0.4363,0.3487,0.4235,0.508,0.5138,0.3872,0.4458,0.4619,0.3841,0.4055,0.4334,0.3994,0.4184,0.5804,0.4424,0.6088,0.4951,0.3284,0.3649,0.3473,0.4296,0.4953,0.4498,0.4678,0.4735,0.4492,0.5603,0.2467,0.3805,0.3701,0.4691,0.6056,0.6507,0.472,0.5666,0.5351,0.647,0.5966,0.4693,0.4697,0.4299,0.6566,0.7463,0.3959,0.4982,0.4446,0.5321,0.4771,0.4136,0.6382,0.3921,0.3908,0.5896,0.3583,0.4566,0.5519,0.4732,0.5882,C
0.6195,0.4694,0.2085,0.8176,0.1304,0.2091,0.3584,0.4106,0.265,0.1915,0.355,0.0897,0.282,0.2992,0.3314,0.1637,0.1535,0.1007,0.3042,0.4351,0.4954,0.6117,0.4011,0.486,0.4804,0.411,0.3657,0.4625,0.4278,0.3894,0.5156,0.5038,0.6075,0.4733,0.4911,0.5035,0.496,0.4661,0.4678,0.5179,0.4424,0.3106,0.4627,0.5623,0.6429,0.4488,0.7894,0.526,0.5395,0.5513,0.5316,0.4153,0.4508,0.7103,0.5944,0.724,0.501,0.523,0.5475,0.4535,0.4395,0.5351,0.2732,0.2496,0.4194,0.3902,0.417,0.5256,0.5402,0.4265,0.5118,0.3815,0.4875,0.4093,0.1846,0.545,0.461,0.5282,0.461,0.4487,0.4501,0.5205,0.5313,0.4764,F
0.5187,0.1693,0.299,0.1907,0.0517,0.2214,0.3584,0.2931,0.2627,0.3342,0.3697,0.2608,0.2236,0.5173,0.2044,0.2272,0.5683,0.1595,0.4253,0.3146,0.539,0.4712,0.5306,0.5269,0.5633,0.5932,0.324,0.4856,0.5079,0.5327,0.4147,0.3632,0.5614,0.495,0.4642,0.509,0.3781,0.455,0.5106,0.6056,0.4344,0.3912,0.481,0.3431,0.3518,0.4488,0.4532,0.462,0.4702,0.4823,0.3978,0.5286,0.5932,0.4974,0.48,0.535,0.52,0.5239,0.5038,0.4966,0.5854,0.4107,0.3651,0.7401,0.5569,0.5443,0.5021,0.8122,0.8062,0.5211,0.5115,0.537,0.6712,0.5044,0.4136,0.5231,0.4614,0.5407,0.4507,0.4487,0.5239,0.5724,0.3977,0.4966,F
